"","CodedMonth","Count","Crime","Description","District","Category"
"15395","2017-04",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",6,"Assault"
"15399","2017-04",1,44015,"ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC",4,"Assault"
"15409","2017-04",-1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",3,"Assault"
"15418","2017-04",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE",1,"Assault"
"15426","2017-04",1,44025,"ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC",3,"Assault"
"15439","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",6,"Assault"
"15443","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15471","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15475","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15476","2017-05",1,43025,"ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC           ",6,"Assault"
"15477","2017-05",1,43015,"ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC           ",5,"Assault"
"15488","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",2,"Assault"
"15493","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",6,"Assault"
"15495","2017-05",1,43012,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ",5,"Assault"
"15498","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15503","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"15529","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15531","2017-05",1,41024,"ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC           ",6,"Assault"
"15540","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15546","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15555","2017-05",1,43012,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ",6,"Assault"
"15559","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",3,"Assault"
"15562","2017-05",1,44016,"ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC          ",4,"Assault"
"15567","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15576","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15594","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"15617","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",1,"Assault"
"15625","2017-05",1,42011,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ",1,"Assault"
"15628","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15645","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15658","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15667","2017-05",1,43203,"AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE      ",3,"Assault"
"15677","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15679","2017-05",1,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE    ",3,"Assault"
"15681","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"15687","2017-05",1,43023,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ",3,"Assault"
"15696","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"15721","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",5,"Assault"
"15726","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"15734","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15751","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15758","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15779","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"15793","2017-05",1,42011,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ",6,"Assault"
"15797","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15798","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15831","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",4,"Assault"
"15833","2017-05",1,42016,"ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC          ",3,"Assault"
"15835","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"15836","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"15846","2017-05",1,42014,"ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC          ",5,"Assault"
"15847","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"15848","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",4,"Assault"
"15857","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"15858","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"15902","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",3,"Assault"
"15937","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",1,"Assault"
"15966","2017-05",1,43012,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ",2,"Assault"
"15977","2017-05",1,43025,"ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC           ",4,"Assault"
"15994","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",1,"Assault"
"15998","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",5,"Assault"
"16003","2017-05",1,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE    ",6,"Assault"
"16013","2017-05",1,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE    ",2,"Assault"
"16019","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",2,"Assault"
"16021","2017-05",1,43014,"ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC           ",4,"Assault"
"16047","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",3,"Assault"
"16057","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",6,"Assault"
"16058","2017-05",1,42012,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE        ",5,"Assault"
"16070","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16085","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16086","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"16088","2017-05",1,44016,"ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC          ",1,"Assault"
"16098","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",6,"Assault"
"16099","2017-05",1,43023,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ",6,"Assault"
"16106","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",3,"Assault"
"16109","2017-05",1,43015,"ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC           ",1,"Assault"
"16114","2017-05",1,41014,"ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ",6,"Assault"
"16148","2017-05",1,44015,"ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ",5,"Assault"
"16167","2017-05",1,44026,"ASLT-AGGRV-HND/FST/FT-3RD-CHILD-DOMESTIC          ",5,"Assault"
"16171","2017-05",1,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE    ",4,"Assault"
"16194","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16201","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16205","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",3,"Assault"
"16220","2017-05",1,43011,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE    ",2,"Assault"
"16252","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",6,"Assault"
"16288","2017-05",1,41014,"ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ",5,"Assault"
"16291","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16294","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16301","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16308","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16339","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",6,"Assault"
"16345","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",2,"Assault"
"16371","2017-05",1,41014,"ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ",5,"Assault"
"16380","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",4,"Assault"
"16390","2017-05",1,44016,"ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC          ",6,"Assault"
"16404","2017-05",1,44015,"ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ",5,"Assault"
"16407","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16412","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",6,"Assault"
"16416","2017-05",1,41203,"AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE      ",5,"Assault"
"16421","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",5,"Assault"
"16422","2017-05",1,43022,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE    ",3,"Assault"
"16460","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16481","2017-05",1,44021,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN CHLD 1ST DEGRE    ",5,"Assault"
"16487","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",3,"Assault"
"16501","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",5,"Assault"
"16520","2017-05",1,41203,"AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE      ",5,"Assault"
"16535","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16550","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16578","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16592","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"16599","2017-05",1,41023,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE      ",1,"Assault"
"16625","2017-05",1,43201,"AGG.ASSAULT-OTH DANG WEP/POL OFFC 1ST DEGREE      ",5,"Assault"
"16654","2017-05",1,43023,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ",4,"Assault"
"16657","2017-05",1,43012,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ",6,"Assault"
"16687","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16688","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16690","2017-05",1,42011,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ",4,"Assault"
"16697","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",1,"Assault"
"16707","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",4,"Assault"
"16710","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16726","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",3,"Assault"
"16753","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",2,"Assault"
"16758","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",5,"Assault"
"16759","2017-05",1,43012,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ",3,"Assault"
"16760","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16767","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16781","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",4,"Assault"
"16783","2017-05",1,43022,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 2ND DEGREE    ",4,"Assault"
"16791","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"16793","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16803","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",3,"Assault"
"16823","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",6,"Assault"
"16825","2017-05",1,43011,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE    ",4,"Assault"
"16837","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",5,"Assault"
"16843","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16851","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16855","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16858","2017-05",1,42012,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE        ",5,"Assault"
"16859","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"16883","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16898","2017-05",1,42015,"ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC          ",5,"Assault"
"16910","2017-05",1,43012,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ",6,"Assault"
"16930","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"16940","2017-05",1,42011,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ",4,"Assault"
"16941","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16951","2017-05",1,43011,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE    ",3,"Assault"
"16953","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",6,"Assault"
"16966","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"16969","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16972","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"16973","2017-05",1,41203,"AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE      ",6,"Assault"
"16979","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",5,"Assault"
"16995","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",5,"Assault"
"16996","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17002","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",4,"Assault"
"17061","2017-05",1,42012,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE        ",6,"Assault"
"17073","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17088","2017-05",1,42012,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 2ND DEGREE        ",4,"Assault"
"17091","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",1,"Assault"
"17107","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17110","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"17112","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"17114","2017-05",1,41203,"AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE      ",6,"Assault"
"17120","2017-05",1,43014,"ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC           ",6,"Assault"
"17130","2017-05",1,41203,"AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE      ",5,"Assault"
"17134","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",3,"Assault"
"17143","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"17160","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",2,"Assault"
"17161","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",3,"Assault"
"17163","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17176","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"17190","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",6,"Assault"
"17197","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",2,"Assault"
"17199","2017-05",1,42011,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE        ",4,"Assault"
"17236","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"17253","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",2,"Assault"
"17254","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",6,"Assault"
"17272","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",6,"Assault"
"17275","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",5,"Assault"
"17280","2017-05",1,43023,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ",1,"Assault"
"17281","2017-05",1,43203,"AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE      ",6,"Assault"
"17301","2017-05",1,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE    ",6,"Assault"
"17305","2017-05",1,44012,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE    ",2,"Assault"
"17310","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",6,"Assault"
"17354","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",1,"Assault"
"17359","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",4,"Assault"
"17360","2017-05",1,43023,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ",4,"Assault"
"17377","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",1,"Assault"
"17378","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",1,"Assault"
"17383","2017-05",1,43023,"AGG.ASSAULT-OTH DANG WEP/CTZEN CHLD 3RD DEGREE    ",4,"Assault"
"17391","2017-05",1,41024,"ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC           ",3,"Assault"
"17403","2017-05",1,43016,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ",4,"Assault"
"17411","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",6,"Assault"
"17422","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",3,"Assault"
"17423","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"17437","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",4,"Assault"
"17442","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17450","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"17451","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",1,"Assault"
"17460","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",4,"Assault"
"17472","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",5,"Assault"
"17474","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17490","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"17502","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17513","2017-05",1,43013,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ",6,"Assault"
"17514","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"17516","2017-05",1,41014,"ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC           ",4,"Assault"
"17528","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",4,"Assault"
"17532","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17548","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",6,"Assault"
"17549","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",5,"Assault"
"17564","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17569","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",4,"Assault"
"17579","2017-05",1,44015,"ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ",4,"Assault"
"17580","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",1,"Assault"
"17593","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17601","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",3,"Assault"
"17604","2017-05",1,41011,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ",6,"Assault"
"17614","2017-05",1,41021,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ",6,"Assault"
"17619","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",3,"Assault"
"17620","2017-05",1,43012,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE    ",1,"Assault"
"17621","2017-05",1,41016,"ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ",6,"Assault"
"17623","2017-05",1,41013,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ",6,"Assault"
